"geneId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","hgnc_symbol"
101927305,"chr4",131613785,131614185,401,"*","Distal Intergenic",4,131727587,131791487,63901,1,"ENST00000657220.1",-113402,"ENSG00000251676","SNHG27","small nucleolar RNA host gene 27",NA
101927413,"chr8",108961584,108961984,401,"*","Intron (ENST00000522244.1/101927413, intron 3 of 4)",8,108915840,108948912,33073,2,"ENST00000656015.3",-12672,"ENSG00000253796","LOC101927413","uncharacterized LOC101927413",NA
101927476,"chrX",40267461,40267861,401,"*","Intron (ENST00000452690.1/101927476, intron 1 of 2)",23,40263009,40299061,36053,1,"ENST00000653973.1",4452,"ENSG00000236393","LINC03099","long intergenic non-protein coding RNA 3099",NA
101927597,"chr3",136858421,136858821,401,"*","Exon (ENST00000474250.5/101927597, exon 2 of 4)",3,136835345,136862031,26687,2,"ENST00000661609.1",3210,NA,"NCK1-DT","NCK1 divergent transcript",NA
101927774,"chr8",128682107,128682507,401,"*","Intron (ENST00000643616.1/106144608, intron 3 of 3)",8,128561006,128564679,3674,2,"ENST00000518044.1",-117428,NA,"LINC00824","long intergenic non-protein coding RNA 824",NA
101927978,"chr16",72761000,72761400,401,"*","Intron (ENST00000668995.1/101927978, intron 4 of 4)",16,72665182,72782534,117353,1,"ENST00000701474.1",95818,"ENSG00000259768","ZFHX3-AS1","ZFHX3 antisense RNA 1",NA
101928001,"chr17",66472372,66472772,401,"*","Intron (ENST00000413366.8/5578, intron 2 of 16)",17,66398069,66416854,18786,2,"ENST00000584715.5",-55518,NA,"PRKCA-AS1","PRKCA antisense RNA 1",NA
101928270,"chr1",99441655,99442055,401,"*","Distal Intergenic",1,99472332,99493149,20818,2,"ENST00000634316.1",51094,"ENSG00000224445","LINC01708","long intergenic non-protein coding RNA 1708",NA
101928429,"chr6",136761937,136762337,401,"*","Intron (ENST00000359015.5/4217, intron 1 of 29)",6,136784045,136786402,2358,1,"ENST00000661159.2",-21708,NA,"MAP3K5-AS2","MAP3K5 antisense RNA 2",NA
101928438,"chr9",99748602,99749002,401,"*","Intron (ENST00000652827.1/107987011, intron 1 of 5)",9,99585786,99819889,234104,2,"ENST00000427039.1",70887,"ENSG00000237461","LOC101928438","uncharacterized LOC101928438",NA
101928442,"chr15",47857756,47858156,401,"*","Intron (ENST00000664705.1/105370805, intron 1 of 5)",15,47819628,47846266,26639,2,"ENST00000658874.1",-11490,NA,"LINC01491","long intergenic non-protein coding RNA 1491",NA
101928731,"chr12",93758966,93759366,401,"*","Intron (ENST00000549615.5/8738, intron 2 of 3)",12,93707791,93737823,30033,2,"ENST00000550287.1",-21143,"ENSG00000258274","CRADD-AS1","CRADD antisense RNA 1",NA
101928858,"chr5",67976906,67977306,401,"*","Distal Intergenic",5,67797345,67800077,2733,1,"ENST00000509947.1",179561,"ENSG00000249364","LINC02997","long intergenic non-protein coding RNA 2997",NA
101928858,"chr5",67983132,67983532,401,"*","Distal Intergenic",5,67797345,67800077,2733,1,"ENST00000509947.1",185787,"ENSG00000249364","LINC02997","long intergenic non-protein coding RNA 2997",NA
101928858,"chr5",67815427,67815827,401,"*","Intron (ENST00000510621.5/ENST00000510621.5, intron 2 of 3)",5,67797345,67800077,2733,1,"ENST00000509947.1",18082,"ENSG00000249364","LINC02997","long intergenic non-protein coding RNA 2997",NA
101928944,"chr11",81070961,81071361,401,"*","Distal Intergenic",11,80751200,80762826,11627,2,"ENST00000526840.1",-308135,"ENSG00000255178","LINC02720","long intergenic non-protein coding RNA 2720",NA
101929019,"chr4",12220980,12221380,401,"*","Promoter (2-3kb)",4,12223445,12251286,27842,1,"ENST00000667212.1",-2065,"ENSG00000251210","LINC02270","long intergenic non-protein coding RNA 2270",NA
101929077,"chr13",38003919,38004319,401,"*","Intron (ENST00000666031.1/101929077, intron 2 of 3)",13,37934764,38044864,110101,1,"ENST00000664606.1",69155,NA,"LINC02334","long intergenic non-protein coding RNA 2334",NA
101929110,"chr12",105843620,105844020,401,"*","Distal Intergenic",12,105736742,105743998,7257,1,"ENST00000670167.1",106878,"ENSG00000257859","CASC18","cancer susceptibility 18",NA
101929110,"chr12",105820808,105821208,401,"*","Distal Intergenic",12,105736742,105743998,7257,1,"ENST00000670167.1",84066,"ENSG00000257859","CASC18","cancer susceptibility 18",NA
101929244,"chr20",6439622,6440022,401,"*","Distal Intergenic",20,6446723,6528459,81737,1,"ENST00000415932.1",-6701,"ENSG00000229876","CASC20","cancer susceptibility 20",NA
101929305,"chr1",201026820,201027220,401,"*","Promoter (2-3kb)",1,201023961,201028792,4832,1,"ENST00000458003.1",2859,"ENSG00000229191","LOC101929305","uncharacterized LOC101929305",NA
101929386,"chr2",29450550,29450950,401,"*","Intron (ENST00000389048.8/238, intron 4 of 28)",2,29319554,29352214,32661,1,"ENST00000655343.1",130996,"ENSG00000286963","LOC101929386","uncharacterized LOC101929386",NA
101929386,"chr2",29455563,29455963,401,"*","Intron (ENST00000389048.8/238, intron 4 of 28)",2,29319554,29352214,32661,1,"ENST00000655343.1",136009,"ENSG00000286963","LOC101929386","uncharacterized LOC101929386",NA
101929412,"chr5",10493862,10494262,401,"*","Exon (ENST00000510562.1/ENST00000510562.1, exon 1 of 2)",5,10493291,10502698,9408,2,"ENST00000651900.1",8436,"ENSG00000249396","LINC02212","long intergenic non-protein coding RNA 2212",NA
101929423,"chr5",89279515,89279915,401,"*","Intron (ENST00000512585.5/101929423, intron 5 of 5)",5,89418807,89466398,47592,1,"ENST00000508742.1",-138892,"ENSG00000248309","MEF2C-AS1","MEF2C antisense RNA 1",NA
101929425,"chr6",38463150,38463550,401,"*","Intron (ENST00000314100.10/114781, intron 5 of 9)",6,38481692,38482531,840,1,"ENST00000412822.1",-18142,"ENSG00000226533","BTBD9-AS1","BTBD9 antisense RNA 1",NA
101929484,"chr6",169137883,169138283,401,"*","Distal Intergenic",6,169158261,169162301,4041,2,"ENST00000449466.1",24018,"ENSG00000223485","LINC01615","long intergenic non-protein coding RNA 1615",NA
101929488,"chr8",57317886,57318286,401,"*","Distal Intergenic",8,57341021,57364863,23843,1,"ENST00000669544.1",-22735,"ENSG00000253871","LOC101929488","uncharacterized LOC101929488",NA
101929517,"chr11",128552850,128553250,401,"*","Intron (ENST00000392668.8/2113, intron 3 of 9)",11,128526142,128530389,4248,1,"ENST00000525706.1",26708,"ENSG00000254588","ETS1-AS1","ETS1 antisense RNA 1",NA
101929582,"chr9",25857166,25857566,401,"*","Distal Intergenic",9,25804187,25812967,8781,1,"ENST00000627303.1",52979,"ENSG00000236306","LINC01241","long intergenic non-protein coding RNA 1241",NA
101929614,"chr6",170141951,170142351,401,"*","Exon (ENST00000671798.1/ENST00000671798.1, exon 3 of 3)",6,170147195,170150941,3747,1,"ENST00000687232.1",-4844,"ENSG00000289623","LOC101929614","proline-rich receptor-like protein kinase PERK10",NA
101929628,"chr8",61831418,61831818,401,"*","Intron (ENST00000520862.5/101929628, intron 2 of 3)",8,61834917,61855852,20936,1,"ENST00000517953.5",-3099,NA,"LINC02842","long intergenic non-protein coding RNA 2842",NA
101929660,"chr5",29082989,29083389,401,"*","Intron (ENST00000658190.1/101929660, intron 1 of 1)",5,29143467,29154160,10694,1,"ENST00000656922.1",-60078,NA,"LINC02109","long intergenic non-protein coding RNA 2109",NA
101929765,"chr15",90657767,90658167,401,"*","Promoter (2-3kb)",15,90660207,90664967,4761,1,"ENST00000500496.3",-2040,"ENSG00000245479","LINC01585","long intergenic non-protein coding RNA 1585",NA
101929765,"chr15",90661210,90661610,401,"*","Promoter (<=1kb)",15,90660739,90664686,3948,1,"ENST00000559473.1",471,"ENSG00000245479","LINC01585","long intergenic non-protein coding RNA 1585",NA
101929846,"chr10",63629316,63629716,401,"*","Promoter (<=1kb)",10,63630672,63655769,25098,1,"ENST00000654322.1",-956,NA,"LOC101929846","uncharacterized LOC101929846",NA
102216342,"chr6",14236369,14236769,401,"*","Distal Intergenic",6,14280127,14285145,5019,2,"ENST00000427276.1",48376,"ENSG00000226673","LINC01108","long intergenic non-protein coding RNA 1108",NA
102465872,"chr13",110372183,110372583,401,"*","Intron (ENST00000400163.8/1284, intron 4 of 47)",13,110340958,110341029,72,1,"ENST00000616690.1",31225,"ENSG00000276765","MIR8073","microRNA 8073",NA
102467147,"chr5",56502153,56502553,401,"*","Distal Intergenic",5,56453931,56481946,28016,2,"ENST00000511661.3",-20207,"ENSG00000248727","LINC01948","long intergenic non-protein coding RNA 1948",NA
102467213,"chr5",106801522,106801922,401,"*","Distal Intergenic",5,106815205,106980869,165665,2,"ENST00000505997.1",178947,"ENSG00000251027","LINC01950","long intergenic non-protein coding RNA 1950",NA
102577426,"chr5",181181920,181182320,401,"*","Intron (ENST00000658296.1/ENST00000658296.1, intron 2 of 2)",5,181191046,181191852,807,2,"ENST00000513771.1",9532,"ENSG00000248473","LINC01962","long intergenic non-protein coding RNA 1962",NA
102723330,"chr11",17692830,17693230,401,"*","Distal Intergenic",11,17695267,17696940,1674,2,"ENST00000529781.1",3710,"ENSG00000255335","LINC02729","long intergenic non-protein coding RNA 2729",NA
102723854,"chr2",42961503,42961903,401,"*","Distal Intergenic",2,43027823,43029897,2075,2,"ENST00000654608.1",67994,"ENSG00000231826","LINC01819","long intergenic non-protein coding RNA 1819",NA
102724479,"chr3",171347632,171348032,401,"*","Intron (ENST00000436636.7/23043, intron 2 of 32)",3,171459248,171469702,10455,1,"ENST00000657847.1",-111216,NA,"LOC102724479","uncharacterized LOC102724479",NA
102724550,"chr3",177781591,177781991,401,"*","Distal Intergenic",3,177816865,177899224,82360,1,"ENST00000436078.5",-34874,"ENSG00000231574","LINC02015","long intergenic non-protein coding RNA 2015",NA
102724684,"chr9",98886769,98887169,401,"*","Distal Intergenic",9,98870114,98872415,2302,2,"ENST00000589105.1",-14354,"ENSG00000267026","LOC102724684","uncharacterized LOC102724684",NA
102724700,"chr4",151905125,151905525,401,"*","Exon (ENST00000667963.1/102724700, exon 3 of 3)",4,151904932,151910212,5281,2,"ENST00000667963.1",4687,"ENSG00000249818","LOC102724700","uncharacterized LOC102724700",NA
102724719,"chr10",51038935,51039335,401,"*","Intron (ENST00000401604.8/5592, intron 1 of 17)",10,51062579,51068553,5975,2,"ENST00000343087.4",29218,"ENSG00000223502","LOC102724719","uncharacterized LOC102724719",NA
102724830,"chr1",184212873,184213273,401,"*","Distal Intergenic",1,184119042,184123978,4937,1,"ENST00000645316.1",93831,NA,"LOC102724830","uncharacterized LOC102724830",NA
102724945,"chr14",34180691,34181091,401,"*","Intron (ENST00000487915.6/102724945, intron 2 of 5)",14,34126253,34169766,43514,2,"ENST00000464521.6",-10925,NA,"LOC102724945","uncharacterized LOC102724945",NA
103352541,"chr6",139990950,139991350,401,"*","Promoter (<=1kb)",6,139938864,139991094,52231,2,"ENST00000666152.1",0,NA,"LOC103352541","uncharacterized LOC103352541",NA
104355137,"chr13",20126468,20126868,401,"*","Distal Intergenic",13,20102701,20103230,530,1,"ENST00000455848.1",23767,"ENSG00000236076","LINC01072","long intergenic non-protein coding RNA 1072",NA
104355152,"chr2",187982645,187983045,401,"*","Intron (ENST00000434418.2/104355152, intron 3 of 3)",2,188227820,188287634,59815,2,"ENST00000415357.1",304589,"ENSG00000231689","LINC01090","long intergenic non-protein coding RNA 1090",NA
105369219,"chr20",1741636,1742036,401,"*","Intron (ENST00000671643.1/124904858, intron 1 of 2)",20,1665283,1708200,42918,2,"ENST00000340424.4",-33436,NA,"SIRPB3P","signal regulatory protein beta 3, pseudogene",NA
105369358,"chr11",67754610,67755010,401,"*","Intron (ENST00000642027.2/105369358, intron 4 of 6)",11,67735600,67784229,48630,2,"ENST00000642027.2",29219,NA,"LOC105369358","uncharacterized LOC105369358",NA
105369484,"chr11",110000016,110000416,401,"*","Intron (ENST00000692099.1/105369482, intron 1 of 2)",11,109946581,109975996,29416,1,"ENST00000663040.1",53435,NA,"LOC105369484","uncharacterized LOC105369484",NA
105369484,"chr11",109972312,109972712,401,"*","Exon (ENST00000663040.1/105369484, exon 2 of 3)",11,109946581,109975996,29416,1,"ENST00000663040.1",25731,NA,"LOC105369484","uncharacterized LOC105369484",NA
105369699,"chr12",24854909,24855309,401,"*","Intron (ENST00000261192.12/586, intron 5 of 10)",12,24830421,24836558,6138,1,"ENST00000545410.1",24488,NA,"LOC105369699","uncharacterized LOC105369699",NA
105369810,"chr12",66027650,66028050,401,"*","Exon (ENST00000536217.1/105369810, exon 3 of 3)",12,66027725,66031066,3342,2,"ENST00000536217.1",3016,"ENSG00000256259","LINC02425","long intergenic non-protein coding RNA 2425",NA
105369860,"chr12",78394403,78394803,401,"*","Intron (ENST00000552230.5/ENST00000552230.5, intron 1 of 2)",12,78326680,78359746,33067,2,"ENST00000548512.1",-34657,"ENSG00000258220","LINC02424","long intergenic non-protein coding RNA 2424",NA
105369885,"chr12",88658858,88659258,401,"*","Distal Intergenic",12,88582020,88600725,18706,1,"ENST00000670029.1",76838,NA,"LOC105369885","uncharacterized LOC105369885",NA
105369896,"chr12",91630927,91631327,401,"*","Promoter (2-3kb)",12,91276241,91634227,357987,2,"ENST00000685093.1",2900,NA,"LOC105369896","uncharacterized LOC105369896",NA
105369897,"chr12",91381273,91381673,401,"*","Intron (ENST00000685093.1/105369896, intron 5 of 9)",12,91362196,91368606,6411,1,"ENST00000551571.1",19077,"ENSG00000258100","LINC02823","long intergenic non-protein coding RNA 2823",NA
105369900,"chr12",91852677,91853077,401,"*","Distal Intergenic",12,91876924,91880659,3736,1,"ENST00000668890.1",-23847,"ENSG00000257893","LINC02404","long intergenic non-protein coding RNA 2404",NA
105370158,"chr13",34263695,34264095,401,"*","Distal Intergenic",13,34347986,34616216,268231,1,"ENST00000664334.1",-83891,"ENSG00000271850","LINC02343","long intergenic non-protein coding RNA 2343",NA
105370224,"chr13",59045057,59045457,401,"*","Distal Intergenic",13,59121879,59230636,108758,2,"ENST00000666115.1",185179,NA,"LOC105370224","uncharacterized LOC105370224",NA
105370248,"chr13",67642706,67643106,401,"*","Intron (ENST00000662515.1/105370248, intron 4 of 4)",13,67577624,67787804,210181,2,"ENST00000662515.1",144698,NA,"LOC105370248","uncharacterized LOC105370248",NA
105370344,"chr13",105016238,105016638,401,"*","Distal Intergenic",13,105410816,105414224,3409,1,"ENST00000652772.1",-394178,"ENSG00000286929","LOC105370344","uncharacterized LOC105370344",NA
105370344,"chr13",104975288,104975688,401,"*","Distal Intergenic",13,105410816,105414224,3409,1,"ENST00000652772.1",-435128,"ENSG00000286929","LOC105370344","uncharacterized LOC105370344",NA
105370360,"chr13",109778143,109778543,401,"*","Intron (ENST00000375856.5/8660, intron 1 of 1)",13,109785831,109808252,22422,1,"ENST00000615635.1",-7288,NA,"LOC105370360","uncharacterized LOC105370360",NA
105370364,"chr13",110969752,110970152,401,"*","Promoter (1-2kb)",13,110945478,110971586,26109,2,"ENST00000652145.1",1434,"ENSG00000290807","LOC105370364","uncharacterized LOC105370364",NA
105370399,"chr14",22532643,22533043,401,"*","Distal Intergenic",14,22556640,22559037,2398,1,"ENST00000557595.1",-23597,NA,"LOC105370399","uncharacterized LOC105370399",NA
105370462,"chr14",39973834,39974234,401,"*","Intron (ENST00000652126.1/105370462, intron 3 of 7)",14,40216527,40390405,173879,1,"ENST00000553464.2",-242293,NA,"LOC105370462","uncharacterized LOC105370462",NA
105370470,"chr14",42523679,42524079,401,"*","Intron (ENST00000557251.1/ENST00000557251.1, intron 2 of 3)",14,43308648,43314803,6156,1,"ENST00000655457.1",-784569,NA,"LOC105370470","uncharacterized LOC105370470",NA
105370540,"chr14",66035869,66036269,401,"*","Distal Intergenic",14,66111557,66128052,16496,1,"ENST00000666006.1",-75288,"ENSG00000258502","LINC02290","long intergenic non-protein coding RNA 2290",NA
105370829,"chr15",54842956,54843356,401,"*","Distal Intergenic",15,55056723,55092177,35455,1,"ENST00000653058.1",-213367,"ENSG00000260937","LOC105370829","uncharacterized LOC105370829",NA
105370833,"chr15",56812278,56812678,401,"*","Intron (ENST00000559000.6/54816, intron 5 of 23)",15,56887107,56888219,1113,1,"ENST00000621974.1",-74429,"ENSG00000276524","LINC03065","long intergenic non-protein coding RNA 3065",NA
105370954,"chr15",86919522,86919922,401,"*","Intron (ENST00000441037.7/123624, intron 23 of 24)",15,86932880,86946331,13452,1,"ENST00000560696.1",-12958,"ENSG00000259636","LOC105370954","uncharacterized LOC105370954",NA
105370954,"chr15",86944409,86944809,401,"*","Intron (ENST00000441037.7/123624, intron 23 of 24)",15,86932880,86946331,13452,1,"ENST00000560696.1",11529,"ENSG00000259636","LOC105370954","uncharacterized LOC105370954",NA
105370954,"chr15",86911249,86911649,401,"*","3' UTR",15,86932880,86946331,13452,1,"ENST00000560696.1",-21231,"ENSG00000259636","LOC105370954","uncharacterized LOC105370954",NA
105370985,"chr15",94613542,94613942,401,"*","Distal Intergenic",15,94583506,94589259,5754,2,"ENST00000647740.1",-24283,"ENSG00000285866","LINC02852","long intergenic non-protein coding RNA 2852",NA
105371022,"chr15",100111772,100112172,401,"*","Intron (ENST00000268070.9/170691, intron 13 of 21)",15,99976481,99980774,4294,1,"ENST00000559400.1",135291,"ENSG00000259219","LOC105371022","uncharacterized LOC105371022",NA
105371296,"chr16",59274127,59274527,401,"*","Distal Intergenic",16,58847715,58880351,32637,2,"ENST00000662590.1",-393776,"ENSG00000261638","LOC105371296","uncharacterized LOC105371296",NA
105371600,"chr1",167038238,167038638,401,"*","Distal Intergenic",1,167052551,167058542,5992,1,"ENST00000417644.1",-13913,NA,"LOC105371600","uncharacterized LOC105371600",NA
105371648,"chr1",184649354,184649754,401,"*","Intron (ENST00000660403.1/107985236, intron 1 of 3)",1,184664282,184668535,4254,1,"ENST00000658878.1",-14528,NA,"LOC105371648","uncharacterized LOC105371648",NA
105371660,"chr1",191261131,191261531,401,"*","Distal Intergenic",1,191221159,191228467,7309,2,"ENST00000434983.2",-32664,"ENSG00000233882","LINC01680","long intergenic non-protein coding RNA 1680",NA
105371739,"chr17",34485956,34486356,401,"*","Distal Intergenic",17,34479334,34479957,624,1,"ENST00000441287.1",6622,NA,"LOC105371739","uncharacterized LOC105371739",NA
105371986,"chr18",10285257,10285657,401,"*","Distal Intergenic",18,10365952,10372361,6410,2,"ENST00000654161.1",86704,NA,"LOC105371986","uncharacterized LOC105371986",NA
105372224,"chr18",78535530,78535930,401,"*","Distal Intergenic",18,78908629,78918993,10365,2,"ENST00000578030.1",383063,NA,"LOC105372224","uncharacterized LOC105372224",NA
105372631,"chr20",45453053,45453453,401,"*","Intron (ENST00000640666.1/51604, intron 15 of 15)",20,45446151,45448582,2432,1,"ENST00000690376.1",6902,NA,"LOC105372631","uncharacterized LOC105372631",NA
105372894,"chr1",209039464,209039864,401,"*","Distal Intergenic",1,208972454,208975307,2854,1,"ENST00000453569.1",67010,"ENSG00000236950","LINC01774","long intergenic non-protein coding RNA 1774",NA
105372895,"chr1",209162600,209163000,401,"*","Intron (ENST00000665460.1/ENST00000665460.1, intron 1 of 2)",1,209107503,209114419,6917,1,"ENST00000668810.1",55097,NA,"LOC105372895","uncharacterized LOC105372895",NA
105372911,"chr1",214198590,214198990,401,"*","Distal Intergenic",1,214051194,214187773,136580,2,"ENST00000637598.1",-10817,NA,"LINC02775","long intergenic non-protein coding RNA 2775",NA
105372972,"chr22",26095248,26095648,401,"*","Distal Intergenic",22,26161834,26164303,2470,1,"ENST00000420391.1",-66186,NA,"LINC02559","long intergenic non-protein coding RNA 2559",NA
105373220,"chr1",238265826,238266226,401,"*","Intron (ENST00000665394.1/105373220, intron 1 of 4)",1,238238943,238404906,165964,1,"ENST00000665394.1",26883,NA,"LOC105373220","uncharacterized LOC105373220",NA
105373220,"chr1",238248374,238248774,401,"*","Intron (ENST00000665394.1/105373220, intron 1 of 4)",1,238238943,238404906,165964,1,"ENST00000665394.1",9431,NA,"LOC105373220","uncharacterized LOC105373220",NA
105373220,"chr1",238330287,238330687,401,"*","Intron (ENST00000665394.1/105373220, intron 4 of 4)",1,238238943,238404906,165964,1,"ENST00000665394.1",91344,NA,"LOC105373220","uncharacterized LOC105373220",NA
105373285,"chrX",81367256,81367656,401,"*","Distal Intergenic",23,81475532,81498083,22552,1,"ENST00000668576.1",-107876,NA,"LOC105373285","uncharacterized LOC105373285",NA
105373387,"chrX",154661247,154661647,401,"*","Distal Intergenic",23,154654546,154655325,780,1,"ENST00000442033.1",6701,NA,"LOC105373387","uncharacterized LOC105373387",NA
105373432,"chr2",12192738,12193138,401,"*","Promoter (<=1kb)",2,12189604,12192851,3248,2,"ENST00000701120.1",0,"ENSG00000289856","LOC105373432","uncharacterized LOC105373432",NA
105373508,"chr2",100752588,100752988,401,"*","Distal Intergenic",2,100739958,100747391,7434,1,"ENST00000671633.1",12630,"ENSG00000286737","LOC105373508","uncharacterized LOC105373508",NA
105373683,"chr2",150341033,150341433,401,"*","Intron (ENST00000659082.1/105373684, intron 3 of 4)",2,150234892,150257007,22116,2,"ENST00000429317.1",-84026,"ENSG00000231420","LINC01817","long intergenic non-protein coding RNA 1817",NA
105373696,"chr2",154914541,154914941,401,"*","Distal Intergenic",2,154964308,154969101,4794,2,"ENST00000442706.2",54160,"ENSG00000230991","LOC105373696","uncharacterized LOC105373696",NA
105374140,"chr3",144866425,144866825,401,"*","Distal Intergenic",3,144350307,144417524,67218,1,"ENST00000702314.1",516118,NA,"LOC105374140","uncharacterized LOC105374140",NA
105374140,"chr3",144964062,144964462,401,"*","Distal Intergenic",3,144350307,144417524,67218,1,"ENST00000702314.1",613755,NA,"LOC105374140","uncharacterized LOC105374140",NA
105374140,"chr3",144809372,144809772,401,"*","Distal Intergenic",3,144350307,144417524,67218,1,"ENST00000702314.1",459065,NA,"LOC105374140","uncharacterized LOC105374140",NA
105374163,"chr3",152480169,152480569,401,"*","Intron (ENST00000463255.1/105374163, intron 1 of 1)",3,152457759,152496813,39055,2,"ENST00000463255.1",16244,NA,"LOC105374163","uncharacterized LOC105374163",NA
105374317,"chr2",21259175,21259575,401,"*","Intron (ENST00000670105.1/105374317, intron 2 of 2)",2,21221185,21264086,42902,1,"ENST00000457901.1",37990,NA,"LOC105374317","uncharacterized LOC105374317",NA
105374317,"chr2",21244248,21244648,401,"*","Intron (ENST00000670105.1/105374317, intron 1 of 2)",2,21221185,21264086,42902,1,"ENST00000457901.1",23063,NA,"LOC105374317","uncharacterized LOC105374317",NA
105374391,"chr4",33170198,33170598,401,"*","Intron (ENST00000653925.1/ENST00000653925.1, intron 1 of 2)",4,33467398,33693993,226596,1,"ENST00000673514.1",-296800,NA,"LOC105374391","uncharacterized LOC105374391",NA
105374524,"chr4",23333908,23334308,401,"*","Distal Intergenic",4,23120314,23123473,3160,1,"ENST00000658079.1",213594,"ENSG00000248837","LOC105374524","uncharacterized LOC105374524",NA
105374736,"chr5",40373066,40373466,401,"*","Distal Intergenic",5,40306824,40312905,6082,2,"ENST00000665809.1",-60161,"ENSG00000287597","LOC105374736","uncharacterized LOC105374736",NA
105374736,"chr5",40365646,40366046,401,"*","Distal Intergenic",5,40306824,40312905,6082,2,"ENST00000665809.1",-52741,"ENSG00000287597","LOC105374736","uncharacterized LOC105374736",NA
105375382,"chr7",86785615,86786015,401,"*","Promoter (<=1kb)",7,86784226,86786592,2367,2,"ENST00000452471.1",577,NA,"GRM3-AS1","GRM3 antisense RNA 1",NA
105375451,"chr7",110454656,110455056,401,"*","Intron (ENST00000667232.1/105375451, intron 3 of 7)",7,110431984,110489076,57093,2,"ENST00000657059.1",34020,NA,"LOC105375451","uncharacterized LOC105375451",NA
105375473,"chr7",118650529,118650929,401,"*","Distal Intergenic",7,118511942,118513830,1889,1,"ENST00000664990.1",138587,NA,"LOC105375473","uncharacterized LOC105375473",NA
105375475,"chr7",119985899,119986299,401,"*","Distal Intergenic",7,119750809,119907397,156589,2,"ENST00000426413.2",-78502,"ENSG00000225546","LINC02476","long intergenic non-protein coding RNA 2476",NA
105375475,"chr7",120060318,120060718,401,"*","Distal Intergenic",7,119750809,119907397,156589,2,"ENST00000426413.2",-152921,"ENSG00000225546","LINC02476","long intergenic non-protein coding RNA 2476",NA
105375501,"chr7",129739438,129739838,401,"*","Intron (ENST00000393232.6/4899, intron 10 of 10)",7,129763060,129768508,5449,2,"ENST00000704490.1",28670,"ENSG00000286380","LOC105375501","uncharacterized LOC105375501",NA
105375638,"chr8",92426428,92426828,401,"*","Distal Intergenic",8,92407934,92413681,5748,2,"ENST00000659155.1",-12747,"ENSG00000253682","LOC105375638","uncharacterized LOC105375638",NA
105375694,"chr8",104617783,104618183,401,"*","Intron (ENST00000521923.5/105375694, intron 1 of 4)",8,104590733,104895717,304985,1,"ENST00000521923.5",27050,NA,"LOC105375694","uncharacterized LOC105375694",NA
105375707,"chr8",111598719,111599119,401,"*","Intron (ENST00000524236.2/105375707, intron 5 of 7)",8,111741910,111757710,15801,1,"ENST00000522390.2",-142791,"ENSG00000253434","LOC105375707","uncharacterized LOC105375707",NA
105375822,"chr8",48341627,48342027,401,"*","Distal Intergenic",8,48515852,48518042,2191,2,"ENST00000521359.2",176015,"ENSG00000253140","LINC02947","long intergenic non-protein coding RNA 2947",NA
105375826,"chr8",49263892,49264292,401,"*","Distal Intergenic",8,49168769,49229057,60289,1,"ENST00000670453.1",95123,"ENSG00000253474","LOC105375826","uncharacterized LOC105375826",NA
105375875,"chr8",63354654,63355054,401,"*","Distal Intergenic",8,63385863,63417355,31493,2,"ENST00000517829.1",62301,"ENSG00000253205","LOC105375875","uncharacterized LOC105375875",NA
105375903,"chr8",74129761,74130161,401,"*","Intron (ENST00000668834.1/105375903, intron 1 of 2)",8,74165902,74208536,42635,1,"ENST00000670556.1",-35741,"ENSG00000253983","LOC105375903","uncharacterized LOC105375903",NA
105376220,"chr9",112036120,112036520,401,"*","Promoter (2-3kb)",9,112028570,112039143,10574,2,"ENST00000658557.1",2623,NA,"LINC02977","long intergenic non-protein coding RNA 2977",NA
105376483,"chr10",31149939,31150339,401,"*","Distal Intergenic",10,31133864,31143842,9979,1,"ENST00000701878.1",16075,NA,"LOC105376483","uncharacterized LOC105376483",NA
105376483,"chr10",31146382,31146782,401,"*","Distal Intergenic",10,31133864,31143842,9979,1,"ENST00000701878.1",12518,NA,"LOC105376483","uncharacterized LOC105376483",NA
105376605,"chr11",29510372,29510772,401,"*","Intron (ENST00000668970.1/ENST00000668970.1, intron 2 of 2)",11,29335878,29594295,258418,2,"ENST00000525097.1",83523,"ENSG00000254530","LINC02755","long intergenic non-protein coding RNA 2755",NA
105376975,"chr3",17796040,17796440,401,"*","Intron (ENST00000414318.2/9779, intron 1 of 8)",3,17742952,17745665,2714,1,"ENST00000665745.1",53088,"ENSG00000286352","LOC105376975","uncharacterized LOC105376975",NA
105377043,"chr3",40780346,40780746,401,"*","Intron (ENST00000665970.1/105377043, intron 2 of 3)",3,40766207,40862626,96420,1,"ENST00000412811.1",14139,"ENSG00000231873","LOC105377043","uncharacterized LOC105377043",NA
105377196,"chr3",86962676,86963076,401,"*","3' UTR",3,86876388,86968631,92244,2,"ENST00000637106.1",5555,NA,"LOC105377196","uncharacterized LOC105377196",NA
105377199,"chr22",36402175,36402575,401,"*","Distal Intergenic",22,36388626,36396517,7892,1,"ENST00000424761.1",13549,NA,"MYH9-DT","MYH9 divergent transcript",NA
105377323,"chr4",87661609,87662009,401,"*","Promoter (<=1kb)",4,87657106,87660796,3691,2,"ENST00000506814.1",-813,NA,"LOC105377323","uncharacterized LOC105377323",NA
